form	lemma	POS	morph
འཛམ་བུ་གླིང་པ་	འཛམ་བུ་གླིང་པ་	NOUN
སྤྱི་ཕུད་	སྤྱི་ཕུད་	NO_POS
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ཚངས་པ་	ཚངས་པ་	PROPN
དང་	དང་	NO_POS
། །		PUNCT
ས་འཛིན་	ས་འཛིན་	NOUN
བརྒྱ་བྱིན་	བརྒྱ་བྱིན་	PROPN
ཕྱོགས་སྐྱོང་	ཕྱོགས་སྐྱོང་	NO_POS
རྒྱལ་ཆེན་	རྒྱལ་ཆེན་	NOUN
བཞི་	བཞི་	NUM
། །		PUNCT
རིགས་	རིགས་	NOUN
དྲུག་	དྲུག་	NUM
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
གཤིན་རྗེ་	གཤིན་རྗེ་	OTHER
ཆོས་རྒྱལ་	ཆོས་རྒྱལ་	NOUN
དང་	དང་	NO_POS
། །		PUNCT
འཛམ་གླིང་	འཛམ་གླིང་	NOUN
གདུང་རྒྱུད་	གདུང་རྒྱུད་	OTHER
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
མང་	མང་	VERB
བཀུར་	བཀུར་	VERB
རྒྱུད་	རྒྱུད་	NOUN
། །		PUNCT
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
སྒྱུ་	སྒྱུ་	VERB
རྒྱལ་	རྒྱལ་	VERB
སྤྱི་བོ་	སྤྱི་བོ་	NOUN
སྐྱེ་	སྐྱེ་	VERB
ལ་སོགས་	ལ་སོགས་	NO_POS
། །		PUNCT
གསེར་དངུལ་	གསེར་དངུལ་	NOUN
ཟངས་	ཟངས་	NOUN
ལྕགས་	ལྕགས་	NOUN
དབང་	དབང་	NOUN
སྒྱུ་	སྒྱུ་	VERB
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
བོད་	བོད་	PROPN
ཀྱི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
གླཽ་		NON_WORD
བུ་	བུ་	NOUN
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ར་	ལ་	PART
གྲག་	གྲག་	VERB
། །		PUNCT
བསྐོས་པ་	བསྐོས་པ་	VERB
འི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ཕྱོགས་	ཕྱོགས་	NOUN
བཞི་	བཞི་	NUM
འི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
རྒྱ་གར་	རྒྱ་གར་	PROPN
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ར་	ལ་	PART
བསྐོ་བ་	བསྐོ་བ་	NO_POS
ནི་	ནི་	NO_POS
།།		PUNCT
བྱིན་རླབས་	བྱིན་རླབས་	NOUN
བུམ་པ་	བུམ་པ་	NOUN
གླང་ཆེན་	གླང་ཆེན་	NOUN
སྣ་		
བཟུང་	བཟུང་	NO_POS
ན་	ནས་	PART
། །		PUNCT
དེ་	སྟེ་	PART
ཡི་	གིས་	PART
སུ་	ལ་	PART
ལ་	ལ་	PART
དབང་	དབང་	NOUN
བསྐུར་	བསྐུར་	NO_POS
དེ་	སྟེ་	PART
ལ་	ལ་	PART
བཀོད་	བཀོད་	VERB
། །		PUNCT
རྒྱ་ནག་	རྒྱ་ནག་	PROPN
གཙུག་ལག་	གཙུག་ལག་	NOUN
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ར་	ལ་	PART
བསྐོ་བ་	བསྐོ་བ་	NO_POS
ནི་	ནི་	NO_POS
། །		PUNCT
རྒྱ་	རྒྱ་	NOUN
འི་	གི་	PART
ཁང་པ་	ཁང་པ་	NOUN
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
མཐོ་བ་	མཐོ་བ་	VERB
ལ་	ལ་	PART
༑ ༑		PUNCT
ཤེལ་	ཤེལ་	NOUN
གྱི་	གི་	PART
སྐས་	སྐས་	NO_POS
བཙུགས་	བཙུགས་	NO_POS
སུ་	ལ་	PART
ཐ་	ཐ་	VERB
དེ་	སྟེ་	PART
ལ་	ལ་	PART
བསྐོ་	བསྐོ་	NO_POS
། །		PUNCT
གེ་སར་	གེ་སར་	PROPN
དམག་	དམག་	NOUN
གི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ར་	ལ་	PART
བསྐཽ་བ་	བསྐཽ་བ་	NON_WORD
ནི་	ནི་	NO_POS
། །		PUNCT
དཔག་	དཔག་	VERB
ཆེན་	ཆེན་	NO_POS
བཞི་	བཞི་	NUM
ས་	གིས་	PART
མདའ་	མདའ་	NOUN
བཞི་ཆ་	བཞི་ཆ་	NO_POS
ར་	ལ་	PART
ཕྱོགས་	ཕྱོགས་	NOUN
བཞི་	བཞི་	NUM
ར་	ལ་	PART
འཕངས་	འཕངས་	NO_POS
།		PUNCT
མདའ་	མདའ་	NOUN
བཞི་	བཞི་	NUM
དུས་	དུས་	NOUN
སུ་	ལ་	PART
ཟིན་	ཟིན་	VERB
ན་	ལ་	PART
དེ་	སྟེ་	PART
ལ་	ལ་	PART
བསྐཽ་བ་	བསྐཽ་བ་	NON_WORD
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
སྟག་གཟིག་	སྟག་གཟིག་	PROPN
ནོར་	ནོར་	NOUN
གྱི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ར་	ལ་	PART
བསྐཽ་བ་	བསྐཽ་བ་	NON_WORD
ནི་	ནི་	NO_POS
། །		PUNCT
རིན་ཆེན་	རིན་ཆེན་	OTHER
གླིང་	གླིང་	NOUN
ན་	ནས་	PART
ནོར་བུ་	ནོར་བུ་	NOUN
སུ་	སུ་	ADP
ས་	གིས་	PART
ལོན་	ལོན་	VERB
གྱིས་	གིས་	PART
། །		PUNCT
ནོར་	ནོར་	NOUN
གྱི་	གི་	PART
བདག་པོ་	བདག་པོ་	NOUN
དེ་	སྟེ་	PART
ལ་	ལ་	PART
བསྐཽ་བ་	བསྐཽ་བ་	NON_WORD
ཡིན་	ཡིན་	NO_POS
"།

།"		PUNCT
བསྐོས་པ་	བསྐོས་པ་	VERB
འི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
བཞི་	བཞི་	NUM
འི་	གི་	PART
སྟོན་པ་	སྟོན་པ་	NOUN
ནི་	ནི་	NO_POS
། །		PUNCT
རྒྱ་གར་	རྒྱ་གར་	PROPN
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
སྔོན་སྦྱངས་	སྔོན་སྦྱངས་	NO_POS
ལས་འཕྲོ་	ལས་འཕྲོ་	NOUN
ཅན་	ཅན་	PART
། །		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
སྣོད་	སྣོད་	NOUN
དུ་	ལ་	PART
རུང་བ་	རུང་བ་	VERB
ས་	གིས་	PART
ན་	ལ་	PART
། །		PUNCT
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
ཤཱཀྱ་	ཤཱཀྱ་	PROPN
ཐུབ་པ་	ཐུབ་པ་	VERB
ས་	གིས་	PART
སྟོན་པ་	སྟོན་པ་	NOUN
མཛད་	མཛད་	VERB
། །		PUNCT
རྒྱ་ནག་	རྒྱ་ནག་	PROPN
གཙུག་ལག་	གཙུག་ལག་	NOUN
དཔྱད་	དཔྱད་	VERB
ཀྱིས་	གིས་	PART
འདུལ་	འདུལ་	NO_POS
གཟིགས་	གཟིགས་	VERB
ན་	ནས་	PART
། །		PUNCT
མཁྱེན་རབ་	མཁྱེན་རབ་	NOUN
བདག་པོ་	བདག་པོ་	NOUN
འཕགས་པ་	འཕགས་པ་	VERB
འཇམ་དཔལ་	འཇམ་དཔལ་	PROPN
གྱིས་	གིས་	PART
། །		PUNCT
གབ་ཙེ་	གབ་ཙེ་	OTHER
སུམ་བརྒྱ་	སུམ་བརྒྱ་	OTHER
དྲུག་ཅུ་	དྲུག་ཅུ་	NUM
སྟོན་པ་	སྟོན་པ་	NOUN
ར་	ལ་	PART
མཛད་	མཛད་	VERB
། །		PUNCT
གེ་སར་	གེ་སར་	PROPN
དམག་	དམག་	NOUN
གི་	གི་	PART
འདུལ་བ་	འདུལ་བ་	VERB
ར་	ལ་	PART
གཟིགས་	གཟིགས་	VERB
ན་	ནས་	PART
སུ་	ལ་	PART
། །		PUNCT
ལྷ་མོ་	ལྷ་མོ་	NOUN
པཉྩི་		NON_WORD
ཀ་	ཀ་	DET
ཡི་	གི་	PART
བུ་	བུ་	NOUN
ལྔ་	ལྔ་	NUM
བརྒྱ་པོ་	བརྒྱ་པོ་	NUM
། །		PUNCT
དེ་	སྟེ་	PART
འདྲ་	འདྲ་	VERB
དམག་	དམག་	NOUN
ཏུ་	ལ་	PART
སྤྲུལ་	སྤྲུལ་	VERB
ན་	ནས་	PART
སྟོན་པ་	སྟོན་པ་	NOUN
མཛད་	མཛད་	VERB
། །		PUNCT
སྟག་གཟིག་	སྟག་གཟིག་	PROPN
ནོར་	ནོར་	NOUN
གྱི་	གི་	PART
འདུལ་བ་	འདུལ་བ་	VERB
ར་	ལ་	PART
གཟིགས་	གཟིགས་	VERB
ན་	ནས་	PART
སུ་	ལ་	PART
། །		PUNCT
འཕགས་པ་	འཕགས་པ་	VERB
ནོར་འཛིན་	ནོར་འཛིན་	NOUN
སྐུ་	སྐུ་	NOUN
སྤྲུལ་	སྤྲུལ་	VERB
སྟོན་པ་	སྟོན་པ་	NOUN
མཛད་	མཛད་	VERB
། །		PUNCT
རྒྱ་གར་	རྒྱ་གར་	PROPN
ཆོས་རྒྱལ་	ཆོས་རྒྱལ་	NOUN
མ་རིག་	མ་རིག་	NOUN
མུན་པ་	མུན་པ་	NOUN
སེལ་	སེལ་	VERB
། །		PUNCT
རྒྱ་ནག་	རྒྱ་ནག་	PROPN
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ལེགས་ཉེས་	ལེགས་ཉེས་	OTHER
མེ་ལོང་	མེ་ལོང་	NOUN
སྟོན་	སྟོན་	VERB
། །		PUNCT
གེ་སར་	གེ་སར་	PROPN
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
དམག་	དམག་	NOUN
གིས་	གིས་	PART
དགྲ་	དགྲ་	NOUN
དཔུང་	དཔུང་	NOUN
འདུལ་	འདུལ་	NO_POS
། །		PUNCT
སྟག་གཟིག་	སྟག་གཟིག་	PROPN
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ས་	གིས་	PART
དབུལ་བ་	དབུལ་བ་	VERB
འི་	གི་	PART
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
སེལ་	སེལ་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
བཤད་པ་	བཤད་པ་	VERB
རྣམས་	རྣམས་	DET
རྒྱལ་རབས་	རྒྱལ་རབས་	NOUN
སྤྱི་	སྤྱི་	DET
ཡི་	གི་	PART
སྟོང་ཐུན་	སྟོང་ཐུན་	OTHER
ཟུར་ཙམ་	ཟུར་ཙམ་	NO_POS
མོ་	གོ་	PART
།། །།		PUNCT
མེས་པོ་	མེས་པོ་	NOUN
འི་	གི་	PART
ཤུལ་	ཤུལ་	NOUN
བཞག་	བཞག་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
རྒྱལ་རབས་	རྒྱལ་རབས་	NOUN
མང་པོ་	མང་པོ་	ADJ
འི་	གི་	PART
ལེགས་བཤད་	ལེགས་བཤད་	NOUN
རྣམ་	རྣམ་	NOUN
གྲངས་	གྲངས་	NOUN
ཡིད་	ཡིད་	NOUN
འཛིན་	འཛིན་	VERB
ནོར་བུ་	ནོར་བུ་	NOUN
འི་	གི་	PART
ཕྲེང་བ་	ཕྲེང་བ་	NOUN
།		PUNCT
		
རྒྱལ་རབས་	རྒྱལ་རབས་	NOUN
སྤྱི་	སྤྱི་	DET
ཕྱིན་	ཕྱིན་	VERB
གྱི་	གི་	PART
སྟོང་ཐུན་	སྟོང་ཐུན་	OTHER
།		PUNCT
		
