form	lemma	POS	morph
དབུ་	དབུ་	NOUN
།		PUNCT
ཁོང་	ཁོང་	PRON
ཤེས་རབ་	ཤེས་རབ་	NOUN
ཆེ་	ཆེ་	VERB
བ་	བ་	ADP
རང་	རང་	PRON
རེ་	རེ་	NOUN
མི་	མི་	PART
ཐུབ་	ཐུབ་	VERB
།		PUNCT
ད་ལྟ་	ད་ལྟ་	OTHER
བོད་	བོད་	PROPN
བྱིངས་	བྱིངས་	NOUN
རང་	རང་	PRON
རེ་	རེ་	DET
འི་	གི་	PART
འོག་	འོག་	NOUN
ཏུ་	ལ་	PART
ཆུད་པ་	ཆུད་པ་	VERB
འདི་	འདི་	DET
ཡིན་	ཡིན་	NO_POS
།		PUNCT
ད་	ད་	ADV
ས་	གིས་	PART
སྨན་	སྨན་	NOUN
ཁྱོད་	ཁྱོད་	PRON
སྤྱོད་པ་	སྤྱོད་པ་	VERB
བཟང་པོ་	བཟང་པོ་	ADJ
ཡོད་པ་	ཡོད་པ་	VERB
ས་	གིས་	PART
།		PUNCT
ས་སྐྱ་	ས་སྐྱ་	PROPN
ར་	ལ་	PART
ཐེངས་	ཐེངས་	NOUN
གཅིག་	གཅིག་	NUM
སོང་	སོང་	VERB
ཤིག་	ཅིག་	PART
།		PUNCT
བོད་	བོད་	PROPN
བྱིངས་པོ་	བྱིངས་པོ་	NOUN
སེ་	སེ་	NO_POS
ཆེན་	ཆེན་	NO_POS
གོ་	གོ་	PART
པེ་	པེ་	NO_POS
ལི་	ལི་	OTHER
འི་	གི་	PART
འོག་	འོག་	NOUN
ཏུ་	ལ་	PART
ཆུད་	ཆུད་	VERB
ན་	ནས་	PART
།		PUNCT
མི་ཆེན་	མི་ཆེན་	NOUN
ད་	ད་	ADV
ས་	གིས་	PART
སྨན་	སྨན་	NOUN
ཡང་	ཀྱང་	PART
ས་སྐྱ་	ས་སྐྱ་	PROPN
ན་	ལ་	PART
སླེབ་	སླེབ་	NO_POS
ཡོད་པ་	ཡོད་པ་	VERB
འདུག་	འདུག་	VERB
ཟེར་བ་	ཟེར་བ་	VERB
འི་	གི་	PART
གཏམ་སྙན་	གཏམ་སྙན་	NOUN
པོ་ཐོ་	པོ་ཐོ་	NO_POS
ས་པ་	ས་པ་	PART
ཡིན་	ཡིན་	NO_POS
གསུངས་	གསུངས་	VERB
།		PUNCT
ད་	ད་	ADV
ས་	གིས་	PART
སྨན་	སྨན་	NOUN
གྱིས་	གིས་	PART
ཞུས་པ་	ཞུས་པ་	VERB
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ཁྱེད་	ཁྱེད་	PRON
ཀྱི་	གི་	PART
ལུང་	ལུང་	NOUN
བཞིན་	བཞིན་	NOUN
འགྲོ་བ་	འགྲོ་བ་	VERB
ར་	ལ་	PART
བྱེད་	བྱེད་	VERB
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
ན་	ན་	ADP
འང་	ཀྱང་	PART
བོད་	བོད་	PROPN
བྱ་བ་	བྱ་བ་	VERB
མི་	མི་	PART
ཐུ་མོ་	ཐུ་མོ་	NO_POS
ཡིན་	ཡིན་	NO_POS
འདུག་པ་	འདུག་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཁོང་	ཁོང་	PRON
རང་	རང་	PRON
གི་	གི་	PART
རྒྱལ་ཁྲིམས་	རྒྱལ་ཁྲིམས་	OTHER
ཀྱང་	ཀྱང་	PART
ཞིག་	ཅིག་	PART
རྒྱ་	རྒྱ་	NOUN
ཧོར་	ཧོར་	PROPN
གྱི་	གི་	PART
ཁྲིམས་	ཁྲིམས་	NOUN
ནི་	ནི་	NO_POS
ཇི་བཞིན་	ཇི་བཞིན་	OTHER
མ་	མ་	PART
ཆགས་	ཆགས་	VERB
།		PUNCT
སོ་ཁ་	སོ་ཁ་	NO_POS
རྣམས་	རྣམས་	DET
ཀྱང་	ཀྱང་	PART
མ་	མ་	PART
ཚུགས་པ་	ཚུགས་པ་	VERB
ར་	ལ་	PART
ཡོད་འདུག་པ་	ཡོད་འདུག་པ་	NO_POS
ས་	གིས་	PART
།		PUNCT
ཡ་	ཡ་	OTHER
ཕྱི་	ཕྱི་	OTHER
གྱི་	གི་	PART
མཐུན་	མཐུན་	VERB
རྐྱེན་	རྐྱེན་	NOUN
སྦྱོར་བ་	སྦྱོར་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
བྱ་བ་	བྱ་བ་	VERB
ཆེན་པོ་	ཆེན་པོ་	ADJ
འགྲུབ་པ་	འགྲུབ་པ་	VERB
ཇི་ལྟ་		
ཡོང་	ཡོང་	NO_POS
མིན་	མིན་	AUX
ཟེ་	ཟེ་	VERB
།		PUNCT
ཡང་	ཀྱང་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
ལུང་	ལུང་	NOUN
གིས་	གིས་	PART
།		PUNCT
རང་	རང་	PRON
རེ་	རེ་	DET
ཚང་	ཚང་	VERB
ལ་	ལ་	PART
བོད་	བོད་	PROPN
བྱིངས་པོ་	བྱིངས་པོ་	NOUN
འོག་	འོག་	NOUN
ཏུ་	ལ་	PART
ཆུག་	ཆུག་	VERB
ཡོད་པ་	ཡོད་པ་	VERB
འདུག་	འདུག་	VERB
ཟེར་བ་	ཟེར་བ་	VERB
འི་	གི་	PART
གཏམ་སྙན་པོ་	གཏམ་སྙན་པོ་	NOUN
དེས་ཆོག་	དེས་ཆོག་	NO_POS
ཆ་	ཆ་	NOUN
ས་	གིས་	PART
ཁ་ཆ་	ཁ་ཆ་	NO_POS
རྐྱེན་	རྐྱེན་	NOUN
གང་	གང་	NO_POS
དགོས་	དགོས་	VERB
མ་	མ་	PART
ཐུང་	ཐུང་	VERB
གན་པ་	གན་པ་	NO_POS
ས་	གིས་	PART
སྐུ་	སྐུ་	NOUN
།		PUNCT
ས་སྐྱ་	ས་སྐྱ་	PROPN
མན་	མན་	OTHER
ལ་	ལ་	PART
འཇའ་མོ་	འཇའ་མོ་	NO_POS
ཆེ་ཆུང་	ཆེ་ཆུང་	ADJ
དུ་	ལ་	PART
འོ་	འོ་	VERB
།		PUNCT
ས་	ས་	ADP
འཇམ་	འཇམ་	VERB
རྩུབ་	རྩུབ་	VERB
།		PUNCT
མི་	མི་	PART
སྡཻ་		NON_WORD
དར་རྒུད་	དར་རྒུད་	OTHER
།		PUNCT
རྒྱ་	རྒྱ་	NOUN
འཇམ་	འཇམ་	VERB
ལ་	ལ་	PART
དཔེ་	དཔེ་	NOUN
ལྟོ་	ལྟོ་	VERB
ལ་	ལ་	PART
ཚུགས་	ཚུགས་	VERB
ཤོག་	ཤོག་	VERB
བླ་མ་	བླ་མ་	NOUN
འཕགས་པ་	འཕགས་པ་	VERB
ཡ་	ཡ་	OTHER
ལ་	ལ་	PART
བྱོན་	བྱོན་	VERB
དུས་	དུས་	NOUN
འབྱོན་	འབྱོན་	NO_POS
ལམ་	གམ་	PART
བདེ་	བདེ་	VERB
དགོས་པ་	དགོས་པ་	VERB
ཡིན་	ཡིན་	NO_POS
།		PUNCT
ཡང་	ཀྱང་	PART
དོན་	དོན་	NOUN
གཅིག་	གཅིག་	NUM
ལ་	ལ་	PART
།		PUNCT
ཁྱོད་	ཁྱོད་	PRON
སྭན་		NON_WORD
ཇིང་		NON_WORD
དབེན་	དབེན་	VERB
དུ་	ལ་	PART
བསྐོས་པ་	བསྐོས་པ་	VERB
ལ་	ལ་	PART
།		PUNCT
བོད་	བོད་	PROPN
ཀྱི་	གི་	PART
གནས་ལུགས་	གནས་ལུགས་	VERB
རྣམས་	རྣམས་	DET
ཞིབ་པ་	ཞིབ་པ་	NOUN
ར་	ལ་	PART
གོ་	གོ་	PART
ན་	ལ་	PART
།		PUNCT
གནམ་ས་	གནམ་ས་	NOUN
འི་	གི་	PART
བྱ་བ་	བྱ་བ་	VERB
ཆེན་པོ་	ཆེན་པོ་	ADJ
དང་	དང་	NO_POS
།		PUNCT
མི་	མི་	PART
མང་པོ་	མང་པོ་	ADJ
ལ་	ལ་	PART
ཕན་པ་	ཕན་པ་	VERB
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
སོང་	སོང་	VERB
ཤོག་	ཤོག་	VERB
གསུངས་	གསུངས་	VERB
ན་	ནས་	PART
།		PUNCT
བླ་མ་	བླ་མ་	NOUN
འི་	གི་	PART
བཀའ་ཤོག་	བཀའ་ཤོག་	NOUN
དང་	དང་	NO_POS
།		PUNCT
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
འཇའ་ས་	འཇའ་ས་	NO_POS
དགོས་པ་	དགོས་པ་	VERB
རྣམས་	རྣམས་	DET
གནང་	གནང་	NO_POS
།		PUNCT
ད་	ད་	ADV
ས་	གིས་	PART
སྨན་	སྨན་	NOUN
འཁོར་	འཁོར་	NOUN
མང་པོ་	མང་པོ་	ADJ
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
ས་	གིས་	PART
ཡ་	ཡ་	OTHER
ཕྱི་	ཕྱི་	OTHER
ཆ་	ཆ་	NOUN
ས་	གིས་	PART
།		PUNCT
བོད་	བོད་	PROPN
ཀྱི་	གི་	PART
བན་སྐྱ་	བན་སྐྱ་	NO_POS
རྒན་འགོ་	རྒན་འགོ་	NO_POS
དྲག་རིགས་	དྲག་རིགས་	NO_POS
སྤྱི་སྒོས་	སྤྱི་སྒོས་	NO_POS
ལ་	ལ་	PART
།		PUNCT
གནང་སྦྱིན་	གནང་སྦྱིན་	NO_POS
ཆ་	ཆ་	NOUN
རྐྱེན་	རྐྱེན་	NOUN
བཟང་པོ་	བཟང་པོ་	ADJ
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
།		PUNCT
གན་མཛོད་	གན་མཛོད་	OTHER
ཆེ་ཆུང་	ཆེ་ཆུང་	ADJ
ན་	ནས་	PART
སྐུ་	སྐུ་	NOUN
ཏེ་	སྟེ་	PART
ཡ་	ཡ་	OTHER
ཡོང་	ཡོང་	NO_POS
།		PUNCT
ཐོག་མ་	ཐོག་མ་	NOUN
ར་	ལ་	PART
བོད་	བོད་	PROPN
དུ་	ལ་	PART
བསྟན་པ་	བསྟན་པ་	VERB
ཕྱི་དར་	ཕྱི་དར་	NOUN
ཀྱི་	གི་	PART
ཆོ་	ཆོ་	NOUN
བྱུང་	བྱུང་	VERB
ས་	ས་	ADP
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
།		PUNCT
མདོ་སྨད་	མདོ་སྨད་	OTHER
ཀྱི་	གི་	PART
དན་ཏིག་	དན་ཏིག་	NO_POS
ཤེལ་	ཤེལ་	NOUN
གྱི་	གི་	PART
ལྷ་ཁང་	ལྷ་ཁང་	NOUN
དང་	དང་	NO_POS
།		PUNCT
མདོ་སྟོད་	མདོ་སྟོད་	NO_POS
གཙོ་	གཙོ་	NOUN
མདོ་	མདོ་	NOUN
བསམ་	བསམ་	NOUN
འགྲུབ་	འགྲུབ་	VERB
།		PUNCT
གཙང་	གཙང་	PROPN
དཔལ་ལྡན་	དཔལ་ལྡན་	ADJ
ས་སྐྱ་	ས་སྐྱ་	PROPN
རྣམས་	རྣམས་	DET
སུ་	ལ་	PART
རིམ་པ་	རིམ་པ་	NOUN
ར་	ལ་	PART
མི་	མི་	PART
མང་པོ་	མང་པོ་	ADJ
བསགས་	བསགས་	VERB
།		PUNCT
གང་	གང་	NO_POS
ལ་	ལ་	PART
གང་	གང་	NO_POS
འོ་	འོ་	VERB
ཀྱི་	གི་	PART
གནང་སྦྱིན་	གནང་སྦྱིན་	NO_POS
སྤྲད་	སྤྲད་	NO_POS
།		PUNCT
བཀའ་ལུང་	བཀའ་ལུང་	NOUN
བསྒྲགས་	བསྒྲགས་	NO_POS
ཤིང་	ཅིང་	PART
རྒྱ་བོད་	རྒྱ་བོད་	PROPN
ཀྱི་	གི་	PART
སོ་མཚམས་	སོ་མཚམས་	NO_POS
ན་	ནས་	PART
།		PUNCT
ས་སྐྱ་	ས་སྐྱ་	PROPN
མན་	མན་	OTHER
ལ་འཇམ་	ལ་འཇམ་	NO_POS
ཆེན་	ཆེན་	NO_POS
ཉི་ཤུ་	ཉི་ཤུ་	NUM
རྩ་	རྩ་	NUM
གསུམ་	གསུམ་	NUM
བཙུགས་	བཙུགས་	NO_POS
།		PUNCT
སོ་སོ་	སོ་སོ་	PRON
ར་	ལ་	PART
ཕྱེ་	ཕྱེ་	VERB
ན་	ནས་	PART
མདོ་སྨད་	མདོ་སྨད་	OTHER
ས་	ས་	ADP
འཇམ་པ་	འཇམ་པ་	VERB
ས་	གིས་	PART
འཇའ་མོ་	འཇའ་མོ་	NO_POS
བདུན་	བདུན་	NUM
།		PUNCT
མདོ་སྟོད་	མདོ་སྟོད་	NO_POS
ལ་	ལ་	PART
འཇའ་མོ་	འཇའ་མོ་	NO_POS
དགུ་	དགུ་	NUM
།		PUNCT
དབུ་	དབུ་	NOUN
གཙང་	གཙང་	PROPN
ལ་	ལ་	PART
འཇའ་མོ་	འཇའ་མོ་	NO_POS
བཅུ་གཅིག་	བཅུ་གཅིག་	NO_POS
དེ་	དེ་	DET
འི་	གི་	PART
ནང་	ནང་	NOUN
ན་	ནས་	PART
ཀྱང་	ཀྱང་	PART
དབུས་པ་	དབུས་པ་	NOUN
ས་	གིས་	PART
འཇའ་མོ་	འཇའ་མོ་	NO_POS
འཛིན་	འཛིན་	VERB
དགོས་པ་	དགོས་པ་	VERB
ལ་	ལ་	PART
།		PUNCT
སོག་	སོག་	VERB
ཤག་	ཤག་	NO_POS
རྩི་བ་	རྩི་བ་	NO_POS
ར་	ལ་	PART
།		PUNCT
ཤ་ཕོ་	ཤ་ཕོ་	NO_POS
།		PUNCT
རྐང་	རྐང་	NOUN
།		PUNCT
དགོན་	དགོན་	OTHER
ས་	ས་	ADP
ར་	ལ་	PART
།		PUNCT
བྱམ་	བྱམ་	NO_POS
གྱ་བ་	གྱ་བ་	NO_POS
དང་	དང་	NO_POS
བདུན་	བདུན་	NUM
།		PUNCT
གཙང་པ་	གཙང་པ་	PROPN
ས་	གིས་	PART
འཛིན་	འཛིན་	VERB
དགོས་པ་	དགོས་པ་	VERB
ལ་	ལ་	PART
།		PUNCT
སྟག་	སྟག་	NOUN
ཚོང་འདུས་	ཚོང་འདུས་	NOUN
།		PUNCT
ད་	ད་	NOUN
ལུང་	ལུང་	NOUN
།		PUNCT
གྲོམ་པ་	གྲོམ་པ་	NON_WORD
ས་སྐྱ་	ས་སྐྱ་	PROPN
རང་	རང་	PRON
དང་	དང་	NO_POS
བཞི་	བཞི་	NUM
བཙུགས་	བཙུགས་	NO_POS
།		PUNCT
ཁྲི་སྐོར་	ཁྲི་སྐོར་	NO_POS
སོ་སོ་	སོ་སོ་	PRON
ས་	གིས་	PART
འཇམ་	འཇམ་	VERB
སྐྱོ་	སྐྱོ་	VERB
འདབ་པ་	འདབ་པ་	NO_POS
འི་	གི་	PART
བཀོད་པ་	བཀོད་པ་	VERB
བྱ་	བྱ་	VERB
།		PUNCT
བོད་	བོད་	PROPN
བྱིངས་པོ་	བྱིངས་པོ་	NOUN
ལ་	ལ་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ཡོན་མཆོད་	ཡོན་མཆོད་	NO_POS
ཀྱི་	གི་	PART
བཀའ་ལུང་	བཀའ་ལུང་	NOUN
འཕྲོད་	འཕྲོད་	NO_POS
།		PUNCT
ས་སྐྱ་	ས་སྐྱ་	PROPN
འཁོར་	འཁོར་	NOUN
།		PUNCT
བོད་	བོད་	PROPN
སྤྱི་སྒོས་	སྤྱི་སྒོས་	NO_POS
ཀྱི་	གི་	PART
གནས་ལུགས་	གནས་ལུགས་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཁོང་	ཁོང་	PRON
དུ་	ལ་	PART
ཆུད་	ཆུད་	VERB
ན་	ནས་	PART
།		PUNCT
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
དྲུང་	དྲུང་	NOUN
དུ་	ལ་	PART
སླེབས་	སླེབས་	VERB
།		PUNCT
རྒྱུ་མཚན་	རྒྱུ་མཚན་	NOUN
རྣམས་	རྣམས་	DET
ཞུས་པ་	ཞུས་པ་	VERB
ས་	གིས་	PART
གོ་	གོ་	PART
ཆོད་	ཆོད་	VERB
འདུག་	འདུག་	VERB
གསུངས་	གསུངས་	VERB
།		PUNCT
གསོལ་རས་	གསོལ་རས་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
གནང་སྦྱིན་	གནང་སྦྱིན་	NO_POS
བཟང་པོ་	བཟང་པོ་	ADJ
སྦྱིན་	སྦྱིན་	VERB
།		PUNCT
སྭན་		NON_WORD
ཇིང་		NON_WORD
དབེན་	དབེན་	VERB
གྱི་	གི་	PART
།		PUNCT
ཁྲིམས་	ཁྲིམས་	NOUN
དར་རྩ་བ་	དར་རྩ་བ་	NO_POS
འི་	གི་	PART
དཔོན་	དཔོན་	NOUN
ཆེན་	ཆེན་	NO_POS
དུ་	ལ་	PART
བསྐོས་	བསྐོས་	NO_POS
།		PUNCT
བོད་	བོད་	PROPN
ཀྱི་	གི་	PART
འཇའ་མོ་	འཇའ་མོ་	NO_POS
རྣམས་	རྣམས་	DET
གས་	གསའ་	NO_POS
ར་	ལ་	PART
བཙུགས་	བཙུགས་	NO_POS
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
འཇགས་པ་	འཇགས་པ་	VERB
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
འི་	གི་	PART
མི་	མི་	PART
གཅིག་	གཅིག་	NUM
བསྐོ་	བསྐོ་	NO_POS
དགོས་པ་	དགོས་པ་	VERB
ཡོད་	ཡོད་	VERB
ཞུས་པ་	ཞུས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
མི་ཆེན་	མི་ཆེན་	NOUN
ཨི་	ཨི་	NO_POS
ཇི་	ཇི་	NO_POS
ལག་	ལག་	NOUN
ཟེར་བ་	ཟེར་བ་	VERB
ལ་	ལ་	PART
།		PUNCT
བོད་	བོད་	PROPN
འཇམ་	འཇམ་	VERB
ཤེས་པ་	ཤེས་པ་	VERB
འི་	གི་	PART
འཇའ་ས་	འཇའ་ས་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
ཐོང་	ཐོང་	VERB
ཇི་	ཇི་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
བཀའ་	བཀའ་	NOUN
གནང་	གནང་	NO_POS
ན་	ནས་	PART
ཡ་	ཡ་	OTHER
ལ་	ལ་	PART
བཏང་	བཏང་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
བཟུང་	བཟུང་	NO_POS
།		PUNCT
ཧོར་	ཧོར་	PROPN
ས་སྐྱ་བ་	ས་སྐྱ་བ་	PROPN
ཡོན་མཆོད་	ཡོན་མཆོད་	NO_POS
དུ་	ལ་	PART
ཇི་ཙམ་	ཇི་ཙམ་	PRON
སྦྲེལ་	སྦྲེལ་	NO_POS
ཀྱི་	གི་	PART
བ་	བ་	NOUN
ལ་	ལ་	PART
།		PUNCT
བོད་	བོད་	PROPN
འཇམ་	འཇམ་	VERB
ཉི་ཤུ་	ཉི་ཤུ་	NUM
རྩ་	རྩ་	NUM
བདུན་པོ་	བདུན་པོ་	NUM
དེ་	སྟེ་	PART
བདེ་མོ་	བདེ་མོ་	ADJ
ར་	ལ་	PART
འཇགས་པ་	འཇགས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
བླ་མ་	བླ་མ་	NOUN
དཔོན་	དཔོན་	NOUN
ཆེན་	ཆེན་	NO_POS
།		PUNCT
ཧོར་	ཧོར་	PROPN
གྱི་	གི་	PART
གསེར་ཡིག་པ་	གསེར་ཡིག་པ་	NO_POS
རྣམས་	རྣམས་	DET
ལ་	ལ་	PART
།		PUNCT
འབྱོན་	འབྱོན་	NO_POS
ལམ་	གམ་	PART
བདེ་	བདེ་	VERB
ཞིང་	ཅིང་	PART
བོད་	བོད་	PROPN
འབངས་	འབངས་	NOUN
བྱིངས་པོ་	བྱིངས་པོ་	NOUN
སྐྱིད་པ་	སྐྱིད་པ་	VERB
ར་	ལ་	PART
བྱུང་	བྱུང་	VERB
སྐད་	སྐད་	NOUN
།		PUNCT
འདི་	འདི་	DET
ནི་	ནི་	NO_POS
སེ་	སེ་	NO_POS
ཆེན་	ཆེན་	NO_POS
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ས་	གིས་	PART
ས་སྐྱ་	ས་སྐྱ་	PROPN
ར་	ལ་	PART
གསེར་ཡིག་པ་	གསེར་ཡིག་པ་	NO_POS
མངགས་པ་	མངགས་པ་	VERB
འི་	གི་	PART
སྔོན་མ་	སྔོན་མ་	ADV
ཡིན་	ཡིན་	NO_POS
ཅིང་	ཅིང་	PART
།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཀྱི་	གི་	PART
བསྟན་པ་	བསྟན་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ས་སྐྱ་བ་	ས་སྐྱ་བ་	PROPN
ལ་	ལ་	PART
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
དད་པ་	དད་པ་	VERB
འི་	གི་	PART
མི་དཔོན་	མི་དཔོན་	NO_POS
བཟང་པོ་	བཟང་པོ་	ADJ
གཅིག་	གཅིག་	NUM
བྱུང་	བྱུང་	VERB
འདུག་པ་	འདུག་པ་	VERB
ས་	གིས་	PART
།		PUNCT
རྣམ་ཐར་	རྣམ་ཐར་	NOUN
ཟུར་ཙམ་	ཟུར་ཙམ་	NO_POS
བྲིས་པ་	བྲིས་པ་	VERB
ཡིན་	ཡིན་	NO_POS
།		PUNCT
ཐོང་	ཐོང་	VERB
ཛི་	ཛི་	NO_POS
ཨི་	ཨི་	NO_POS
ཐི་	ཐི་	NO_POS
ཇི་	ཇི་	NO_POS
ལག་	ལག་	NOUN
གིས་	གིས་	PART
བོད་	བོད་	PROPN
འཇམ་	འཇམ་	VERB
ཐོག་	ཐོག་	NOUN
ཏུ་	ལ་	PART
མ་	མ་	PART
སླེབས་	སླེབས་	VERB
གོང་	གོང་	NOUN
ཧོར་	ཧོར་	PROPN
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འཇང་ཡུལ་	འཇང་ཡུལ་	PROPN
ལ་	ལ་	PART
དམག་	དམག་	NOUN
ཐོག་	ཐོག་	NOUN
ཏུ་	ལ་	PART
བྱོན་	བྱོན་	VERB
དུས་	དུས་	NOUN
།		PUNCT
མདོ་སྨད་	མདོ་སྨད་	OTHER
ཀྱི་	གི་	PART
འཇའ་མོ་	འཇའ་མོ་	NO_POS
གཉིས་	གཉིས་	NUM
།		PUNCT
རྒྱ་	རྒྱ་	NOUN
འཇམས་		NON_WORD
ཀྱི་	གི་	PART
ཞོ་	ཞོ་	NOUN
ལ་	ལ་	PART
།		PUNCT
མ་	མ་	NOUN
ལ་	ལ་	PART
བསྡུས་པ་	བསྡུས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
རིམ་	རིམ་	NOUN
ཤུགས་	ཤུགས་	NOUN
རྒྱབ་པ་	རྒྱབ་པ་	NOUN
ས་	གིས་	PART
།		PUNCT
མདོ་སྟོད་	མདོ་སྟོད་	NO_POS
ག་རེ་	ག་རེ་	PRON
།		PUNCT
གོ་	གོ་	PART
དཔེ་	དཔེ་	NOUN
