form	lemma	POS	morph
བཅོམ་ལྡན་འདས་	བཅོམ་ལྡན་འདས་	NOUN
ཐུགས་བསྐྱེད་	ཐུགས་བསྐྱེད་	OTHER
ཅེས་པ་	ཅེས་པ་	PART
དང་	དང་	NO_POS
།		PUNCT
བསྐལ་བཟང་	བསྐལ་བཟང་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
སྨན་པ་	སྨན་པ་	NOUN
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
ཚེ་	ཚེ་	NOUN
ཐུགས་བསྐྱེད་	ཐུགས་བསྐྱེད་	OTHER
།		PUNCT
དྲིན་ལན་	དྲིན་ལན་	NOUN
གསབ་པ་	གསབ་པ་	VERB
ར་	ལ་	PART
དམྱལ་བ་	དམྱལ་བ་	NOUN
འི་	གི་	PART
ལྕགས་	ལྕགས་	NOUN
བསྲེགས་	བསྲེགས་	NO_POS
ཀྱི་	གི་	PART
ཐང་ལ་	ཐང་ལ་	NO_POS
།		PUNCT
ཤིང་རྟ་	ཤིང་རྟ་	NOUN
འདྲེན་པ་	འདྲེན་པ་	VERB
འི་	གི་	PART
གྱད་	གྱད་	PROPN
དུ་	ལ་	PART
འཁྲུངས་	འཁྲུངས་	NO_POS
ཚེ་	ཚེ་	NOUN
ཐུགས་བསྐྱེད་	ཐུགས་བསྐྱེད་	OTHER
།		PUNCT
ཕུང་པོ་	ཕུང་པོ་	NOUN
གསུམ་པ་	གསུམ་པ་	NUM
ར་	ལ་	PART
ཚོང་དཔོན་	ཚོང་དཔོན་	NOUN
གྱི་	གི་	PART
བུ་	བུ་	NOUN
སྔོན་	སྔོན་	ADV
དག་	དགའ་	VERB
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
ཚེ་	ཚེ་	NOUN
འམ་	གམ་	PART
།		PUNCT
ཡང་ན་	ཡང་ན་	NO_POS
རྫ་མཁན་	རྫ་མཁན་	NOUN
གྱི་	གི་	PART
ཁྱེའུ་	ཁྱེའུ་	NOUN
སྣང་བྱེད་	སྣང་བྱེད་	PROPN
དུ་	ལ་	PART
གྱུར་	གྱུར་	VERB
ཚེ་	ཚེ་	NOUN
།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཐུབ་པ་	ཐུབ་པ་	VERB
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
དྲུང་	དྲུང་	NOUN
དུ་	ལ་	PART
འཁར་བ་	འཁར་བ་	NOUN
འི་	གི་	PART
བུམ་པ་	བུམ་པ་	NOUN
གཅིག་	གཅིག་	NUM
དང་	དང་	NO_POS
།		PUNCT
དཀར་ཤ་པ་	དཀར་ཤ་པ་	NO_POS
ནི་	ནི་	NO_POS
རྡོག་པོ་	རྡོག་པོ་	NOUN
ལྔ་	ལྔ་	NUM
།		PUNCT
མཆིལ་ལྷམ་	མཆིལ་ལྷམ་	NOUN
ཟུང་	ཟུང་	VERB
གཅིག་	གཅིག་	NUM
།		PUNCT
གདུགས་	གདུགས་	NOUN
གཅིག་	གཅིག་	NUM
རྣམས་	རྣམས་	DET
ཕུལ་	ཕུལ་	VERB
ན་	ནས་	PART
།		PUNCT
བདེ་བ་	བདེ་བ་	VERB
ར་	ལ་	PART
གཤེགས་པ་	གཤེགས་པ་	VERB
ཁྱེད་	ཁྱེད་	PRON
སྐུ་	སྐུ་	NOUN
ཅི་འདྲ་	ཅི་འདྲ་	NO_POS
དང་	དང་	NO_POS
། །		PUNCT
འཁོར་	འཁོར་	NOUN
དང་	དང་	NO_POS
སྐུ་ཚེ་	སྐུ་ཚེ་	NOUN
འི་	གི་	PART
ཚད་	ཚད་	NOUN
དང་	དང་	NO_POS
ཞིང་ཁམས་	ཞིང་ཁམས་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ཁྱེད་	ཁྱེད་	PRON
ཀྱི་	གི་	PART
མཚན་	མཚན་	NOUN
མཆོག་	མཆོག་	ADJ
བཟང་པོ་	བཟང་པོ་	ADJ
ཅི་འདྲ་བ་	ཅི་འདྲ་བ་	NO_POS
། །		PUNCT
དེ་	སྟེ་	PART
འདྲ་	འདྲ་	VERB
ཁོ་ན་	ཁོ་ན་	DET
ར་	ལ་	PART
བདག་	བདག་	PRON
སོགས་	སོགས་	DET
འགྱུར་བ་	འགྱུར་བ་	VERB
ར་	ལ་	PART
ཤོག་	ཤོག་	VERB
།		PUNCT
ཅེས་པ་	ཅེས་པ་	PART
འི་	གི་	PART
སྨོན་ལམ་	སྨོན་ལམ་	NOUN
བཏབ་	བཏབ་	VERB
ན་	ནས་	PART
ཐུགས་བསྐྱེད་པ་	ཐུགས་བསྐྱེད་པ་	OTHER
ར་	ལ་	PART
བཤད་	བཤད་	VERB
དོ་	གོ་	PART
། །		PUNCT
དེ་	སྟེ་	PART
རྟིང་	རྟིང་	NO_POS
བསྐལ་བ་	བསྐལ་བ་	NOUN
གྲངས་མེད་	གྲངས་མེད་	NOUN
གསུམ་	གསུམ་	NUM
དུ་	ལ་	PART
ཚོགས་	ཚོགས་	NOUN
བསགས་པ་	བསགས་པ་	VERB
ར་	ལ་	PART
།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
རིན་ཆེན་	རིན་ཆེན་	OTHER
གཙུག་ཏོར་ཅན་	གཙུག་ཏོར་ཅན་	PROPN
ཡན་	ཡན་	ADV
གྱིས་	གིས་	PART
གྲངས་མེད་	གྲངས་མེད་	NOUN
དང་པོ་	དང་པོ་	ADJ
རྫོགས་	རྫོགས་	VERB
།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
མར་མེ་མཛད་	མར་མེ་མཛད་	PROPN
ཡན་	ཡན་	ADV
གྱིས་	གིས་	PART
གྲངས་མེད་	གྲངས་མེད་	NOUN
གཉིས་པ་	གཉིས་པ་	NUM
རྫོགས་	རྫོགས་	VERB
།		PUNCT
རྣམ་	རྣམ་	NOUN
གཟིགས་	གཟིགས་	VERB
ཡན་	ཡན་	ADV
གྱི་	གི་	PART
གྲངས་མེད་	གྲངས་མེད་	NOUN
གསུམ་པ་	གསུམ་པ་	NUM
རྫོགས་པ་	རྫོགས་པ་	VERB
ར་	ལ་	PART
བཤད་	བཤད་	VERB
དེ་	སྟེ་	PART
།		PUNCT
རྣམ་	རྣམ་	NOUN
གཟིགས་	གཟིགས་	VERB
མར་མེ་	མར་མེ་	NOUN
རིན་ཆེན་	རིན་ཆེན་	OTHER
གཙུག་	གཙུག་	NOUN
།		PUNCT
གྲངས་མེད་	གྲངས་མེད་	NOUN
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
ཐ་མ་	ཐ་མ་	ADJ
ར་	ལ་	PART
བྱུང་	བྱུང་	VERB
། །		PUNCT
དང་པོ་	དང་པོ་	ADJ
ཤཱཀྱ་	ཤཱཀྱ་	PROPN
ཐུབ་པ་	ཐུབ་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
ཞེས་་	ཞེས་པ་	PART
ལྟ་	ལྟ་	OTHER
འདོད་	འདོད་	VERB
དོ་	གོ་	PART
། །		PUNCT
གྲངས་མེད་	གྲངས་མེད་	NOUN
ཀྱི་	གི་	PART
ངོས་འཛིན་	ངོས་འཛིན་	NOUN
ཉན་ཐོས་པ་	ཉན་ཐོས་པ་	NOUN
འི་	གི་	PART
ལུགས་	ལུགས་	NOUN
ལ་	ལ་	PART
མཛད་	མཛད་	VERB
ན་	ནས་	PART
དང་པོ་	དང་པོ་	ADJ
རྫོགས་པ་	རྫོགས་པ་	VERB
ལུང་	ལུང་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཤཱཀྱ་	ཤཱཀྱ་	PROPN
ཐུབ་པ་	ཐུབ་པ་	VERB
ན་	ནས་	PART
། །		PUNCT
འདྲེན་པ་	འདྲེན་པ་	VERB
ཡུལ་འཁོར་	ཡུལ་འཁོར་	NO_POS
སྐྱོང་	སྐྱོང་	VERB
གི་	གི་	PART
བ་	བ་	NOUN
། །		PUNCT
བདུན་	བདུན་	NUM
ཁྲི་	ཁྲི་	NUM
ལྔ་	ལྔ་	NUM
སྟོང་	སྟོང་	NUM
ཚང་བ་	ཚང་བ་	VERB
ཡི་	གིས་	PART
། །		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
རྣམས་	རྣམས་	DET
ནི་	ནི་	NO_POS
ང་	ང་	OTHER
མཆོད་	མཆོད་	VERB
དོ་	གོ་	PART
། །		PUNCT
ཞེ་	ཅེས་	PART
སོ་	གོ་	PART
། །		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
རྫོགས་པ་	རྫོགས་པ་	VERB
ལུང་	ལུང་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ལེགས་	ལེགས་	VERB
མཛད་	མཛད་	VERB
ན་	ནས་	PART
བཟུང་	བཟུང་	NO_POS
ཏེ་	སྟེ་	PART
། །		PUNCT
དབང་པོ་	དབང་པོ་	NOUN
རྒྱལ་མཚན་	རྒྱལ་མཚན་	NOUN
ཐུག་	ཐུག་	VERB
གི་	གི་	PART
བ་	བ་	NOUN
། །		PUNCT
བདུན་	བདུན་	NUM
ཁྲི་	ཁྲི་	NUM
དྲུག་	དྲུག་	NUM
སྟོང་	སྟོང་	NUM
ཚང་བ་	ཚང་བ་	VERB
ཡི་	གིས་	PART
། །		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
རྣམས་	རྣམས་	DET
ནི་	ནི་	NO_POS
ང་	ང་	OTHER
མཆོད་	མཆོད་	VERB
དོ་	གོ་	PART
། །		PUNCT
ཞེ་	ཅེས་	PART
སོ་	གོ་	PART
། །		PUNCT
གསུམ་པ་	གསུམ་པ་	NUM
རྫོགས་པ་	རྫོགས་པ་	VERB
ལུང་	ལུང་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
མར་མེ་མཛད་	མར་མེ་མཛད་	PROPN
ན་	ནས་	PART
ནི་	ནི་	NO_POS
། །		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
འོད་སྲུང་	འོད་སྲུང་	PROPN
བ་	བ་	NOUN
དག་	དག་	DET
ཏུ་	ལ་	PART
། །		PUNCT
བདུན་	བདུན་	NUM
ཁྲི་	ཁྲི་	NUM
བདུན་	བདུན་	NUM
སྟོང་	སྟོང་	NUM
ཚང་བ་	ཚང་བ་	VERB
ཡི་	གི་	PART
། །		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
རྣམས་	རྣམས་	DET
ནི་	ནི་	NO_POS
ང་	ང་	OTHER
མཆོད་	མཆོད་	VERB
དོ་	གོ་	PART
། །		PUNCT
ཞེ་	ཅེས་	PART
སོ་	གོ་	PART
། །		PUNCT
ཐེག་པ་	ཐེག་པ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
ལུགས་	ལུགས་	NOUN
ལ་	ལ་	PART
།		PUNCT
གོང་	གོང་	NOUN
ལྟ་	ལྟ་	OTHER
ཁྱིའུ་	ཁྱིའུ་	NO_POS
སྣང་བྱེད་	སྣང་བྱེད་	PROPN
ཀྱི་	གི་	PART
ཐུགས་བསྐྱེད་པ་	ཐུགས་བསྐྱེད་པ་	OTHER
ན་	ནས་	PART
བཟུང་	བཟུང་	NO_POS
སྟེ་	སྟེ་	PART
།		PUNCT
ས་	ས་	ADP
དང་པོ་	དང་པོ་	ADJ
མ་	མ་	PART
ཐོབ་	ཐོབ་	VERB
ཀྱི་	གི་	PART
བ་	བ་	NOUN
ལ་	ལ་	PART
བསྐལ་བ་	བསྐལ་བ་	NOUN
གྲངས་མེད་	གྲངས་མེད་	NOUN
དང་པོ་	དང་པོ་	ADJ
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
དུས་	དུས་	NOUN
སོ་སོ་	སོ་སོ་	PRON
སྐྱེ་བོ་	སྐྱེ་བོ་	NOUN
འི་	གི་	PART
ལུས་	ལུས་	NOUN
གྲངས་མེད་	གྲངས་མེད་	NOUN
བླངས་	བླངས་	VERB
རྟིང་	རྟིང་	NO_POS
ཚོགས་	ཚོགས་	NOUN
ཀྱི་	གི་	PART
ལམ་	གམ་	PART
དུ་	ལ་	PART
ཞུགས་	ཞུགས་	VERB
ན་	ནས་	PART
།		PUNCT
དགེ་བ་	དགེ་བ་	VERB
སྤེལ་བ་	སྤེལ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
སྦྱོར་ལམ་	སྦྱོར་ལམ་	NOUN
ལས་འབྲས་	ལས་འབྲས་	NOUN
ལ་	ལ་	PART
ངེས་ཤེས་	ངེས་ཤེས་	NOUN
སྐྱེ་	སྐྱེ་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
བ་	བ་	NOUN
ལ་	ལ་	PART
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
བདུན་	བདུན་	NUM
ཁྲི་	ཁྲི་	NUM
ལྔ་	ལྔ་	NUM
སྟོང་	སྟོང་	NUM
ལ་	ལ་	PART
བསྙེན་བཀུར་	བསྙེན་བཀུར་	NOUN
བྱས་པ་	བྱས་པ་	VERB
འི་	གི་	PART
ཐ་མ་	ཐ་མ་	ADJ
ལ་	ལ་	PART
།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
རིན་ཆེན་	རིན་ཆེན་	OTHER
གཙུག་ཏོར་ཅན་	གཙུག་ཏོར་ཅན་	PROPN
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
ས་	ས་	ADP
དང་པོ་	དང་པོ་	ADJ
རབ་ཏུ་	རབ་ཏུ་	NO_POS
དགའ་བ་	དགའ་བ་	VERB
ཐོབ་	ཐོབ་	VERB
ན་	ནས་	PART
།		PUNCT
མཐོང་ལམ་	མཐོང་ལམ་	NOUN
ཆོས་ཉིད་	ཆོས་ཉིད་	NOUN
བདེན་པ་	བདེན་པ་	VERB
རྫོགས་	རྫོགས་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
ས་	ས་	ADP
གཉིས་པ་	གཉིས་པ་	NUM
དྲི་མ་	དྲི་མ་	NOUN
མེད་པ་	མེད་པ་	VERB
ན་	ནས་	PART
།		PUNCT
སྒོམ་ལམ་	སྒོམ་ལམ་	NOUN
ལ་	ལ་	PART
ཞུགས་	ཞུགས་	VERB
།		PUNCT
ས་	ས་	ADP
གསུམ་པ་	གསུམ་པ་	NUM
འོད་བྱེད་པ་	འོད་བྱེད་པ་	NO_POS
།		PUNCT
བཞི་པ་	བཞི་པ་	ADJ
འོད་འཕྲོ་བ་	འོད་འཕྲོ་བ་	NO_POS
།		PUNCT
ལྔ་པ་	ལྔ་པ་	NUM
སྦྱངས་	སྦྱངས་	VERB
དཀའ་བ་	དཀའ་བ་	VERB
།		PUNCT
དྲུག་པ་	དྲུག་པ་	NUM
མངོན་དུ་	མངོན་དུ་	NO_POS
གྱུར་པ་	གྱུར་པ་	VERB
།		PUNCT
བདུན་པ་	བདུན་པ་	NUM
རིང་	རིང་	NOUN
དུ་	ལ་	PART
སོང་བ་	སོང་བ་	VERB
འི་	གི་	PART
ས་	ས་	ADP
ཐོབ་པ་	ཐོབ་པ་	VERB
མན་	མན་	OTHER
ལ་	ལ་	PART
།		PUNCT
གྲངས་མེད་	གྲངས་མེད་	NOUN
གཉིས་པ་	གཉིས་པ་	NUM
འོ་	གོ་	PART
།།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
བ་	བ་	NOUN
ལ་	ལ་	PART
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
བདུན་	བདུན་	NUM
ཁྲི་	ཁྲི་	NUM
དྲུག་	དྲུག་	NUM
སྟོང་	སྟོང་	NUM
ལ་	ལ་	PART
བསྙེན་བཀུར་	བསྙེན་བཀུར་	NOUN
བྱས་པ་	བྱས་པ་	VERB
འི་	གི་	PART
ཐ་མ་	ཐ་མ་	ADJ
ལ་	ལ་	PART
།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
མར་མེ་མཛད་	མར་མེ་མཛད་	PROPN
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
རྟིང་	རྟིང་	NO_POS
ལ་	ལ་	PART
ས་	ས་	ADP
བརྒྱད་པ་	བརྒྱད་པ་	NUM
མི་གཡོ་བ་	མི་གཡོ་བ་	NO_POS
།		PUNCT
དགུ་པ་	དགུ་པ་	ADJ
ལེགས་པ་	ལེགས་པ་	VERB
འི་	གི་	PART
བློ་གྲོས་	བློ་གྲོས་	NOUN
།		PUNCT
བཅུ་པ་	བཅུ་པ་	NUM
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
སྤྲིན་	སྤྲིན་	NOUN
ཐོབ་པ་	ཐོབ་པ་	VERB
འི་	གི་	PART
དུས་	དུས་	NOUN
སུ་	ལ་	PART
།		PUNCT
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སེམས་དཔའ་	སེམས་དཔའ་	NOUN
དམ་པ་	དམ་པ་	VERB
ཏོག་	ཏོག་	NOUN
དཀར་པོ་	དཀར་པོ་	ADJ
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
ཅིང་	ཅིང་	PART
།		PUNCT
དེ་	སྟེ་	PART
མན་	མན་	OTHER
གྱི་	གི་	PART
གྲངས་མེད་	གྲངས་མེད་	NOUN
གསུམ་	གསུམ་	NUM
དུ་	ལ་	PART
ཚོགས་	ཚོགས་	NOUN
བསགས་	བསགས་	VERB
ན་	ནས་	PART
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
རིང་	རིང་	NOUN
ལ་	ལ་	PART
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
བདུན་	བདུན་	NUM
ཁྲི་	ཁྲི་	NUM
བདུན་	བདུན་	NUM
སྟོང་	སྟོང་	NUM
ལ་	ལ་	PART
བསྙེན་བཀུར་	བསྙེན་བཀུར་	NOUN
བྱས་པ་	བྱས་པ་	VERB
འི་	གི་	PART
ཐ་མ་	ཐ་མ་	ADJ
ལ་	ལ་	PART
།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
རྣམ་	རྣམ་	NOUN
གཟིགས་	གཟིགས་	VERB
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
བསྐལ་པ་	བསྐལ་པ་	NOUN
གྲངས་མེད་	གྲངས་མེད་	NOUN
གསུམ་	གསུམ་	NUM
དུ་	ལ་	PART
ཚོགས་	ཚོགས་	NOUN
བསགས་	བསགས་	VERB
ན་	ནས་	PART
།		PUNCT
ས་བཅུ་	ས་བཅུ་	NO_POS
ནོན་	ནོན་	VERB
ཅིང་	ཅིང་	PART
།		PUNCT
ས་	ས་	ADP
གཉིས་པ་	གཉིས་པ་	NUM
ན་	ནས་	PART
བཅུ་	བཅུ་	NUM
འི་	གི་	PART
བ་	བ་	NOUN
ལ་	ལ་	PART
།		PUNCT
སྒོམ་ལམ་	སྒོམ་ལམ་	NOUN
ལ་	ལ་	PART
སྒོམ་པ་	སྒོམ་པ་	VERB
འཕེལ་	འཕེལ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
ས་བཅུ་	ས་བཅུ་	NO_POS
གཅིག་པ་	གཅིག་པ་	ADJ
ཀུན་ཏུ་འོད་	ཀུན་ཏུ་འོད་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
བཅུ་གཉིས་པ་	བཅུ་གཉིས་པ་	NO_POS
མ་	མ་	PART
ཆགས་	ཆགས་	VERB
པདྨ་	པདྨ་	NOUN
ཅན་	ཅན་	PART
དང་	དང་	NO_POS
།		PUNCT
བཅུ་གསུམ་པ་	བཅུ་གསུམ་པ་	NO_POS
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འཛིན་པ་	འཛིན་པ་	VERB
འི་	གི་	PART
ས་	ས་	ADP
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཀྱི་	གི་	PART
གོ་	གོ་	PART
འཕངས་	འཕངས་	NO_POS
བརྙེས་པ་	བརྙེས་པ་	VERB
འི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
འོག་	འོག་	NOUN
ན་	ནས་	PART
བཤད་པ་	བཤད་པ་	VERB
ལྟ་	ལྟ་	OTHER
རོ་	རོ་	NOUN
། །		PUNCT
ཐུབ་པ་	ཐུབ་པ་	VERB
འི་	གི་	PART
མཛད་པ་	མཛད་པ་	VERB
བཅུ་གཉིས་	བཅུ་གཉིས་	NO_POS
དངོ་	དངོ་	NOUN
ལ་	ལ་	PART
།		PUNCT
འཇིག་རྟེན་པ་	འཇིག་རྟེན་པ་	NOUN
འི་	གི་	PART
མཛད་པ་	མཛད་པ་	VERB
ལྔ་	ལྔ་	NUM
ལ་	ལ་	PART
༑		PUNCT
ལྷུམ་		NON_WORD
སུ་	ལ་	PART
ཞུགས་པ་	ཞུགས་པ་	VERB
།		PUNCT
སྐུ་བལྟམས་པ་	སྐུ་བལྟམས་པ་	NO_POS
།		PUNCT
གཞོན་ནུ་	གཞོན་ནུ་	ADJ
རོལ་རྩེད་	རོལ་རྩེད་	OTHER
མཛད་པ་	མཛད་པ་	VERB
།		PUNCT
བཙུན་མོ་	བཙུན་མོ་	NOUN
ཁབ་	ཁབ་	NOUN
ཏུ་	ལ་	PART
བཞེས་པ་	བཞེས་པ་	VERB
།		PUNCT
རྒྱལ་སྲིད་	རྒྱལ་སྲིད་	NOUN
བཟུང་བ་	བཟུང་བ་	VERB
རྣམས་	རྣམས་	DET
སོ་	གོ་	PART
། །		PUNCT
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
འདས་པ་	འདས་པ་	VERB
