form	lemma	POS	morph
དཔལ་ལྡན་	དཔལ་ལྡན་	ADJ
ཆུང་བ་	ཆུང་བ་	VERB
གནམ་	གནམ་	NOUN
ལྷ་	ལྷ་	NOUN
དབུ་	དབུ་	NOUN
སེ་བྱ་བ་	སེ་བྱ་བ་	NO_POS
བྱོན་	བྱོན་	VERB
།		PUNCT
དེ་	སྟེ་	PART
རྣམས་	རྣམས་	DET
ལ་	ལ་	PART
མི་	མི་	PART
འི་	གི་	PART
རྗེ་	རྗེ་	NO_POS
ཞུས་པ་	ཞུས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
ཆུང་བ་	ཆུང་བ་	VERB
དེ་	སྟེ་	PART
མི་ཡུལ་	མི་ཡུལ་	NOUN
དུ་	ལ་	PART
བཞུགས་	བཞུགས་	VERB
ན་	ནས་	PART
།		PUNCT
མི་	མི་	PART
འི་	གི་	PART
རྗེ་	རྗེ་	NO_POS
མཛད་	མཛད་	VERB
།		PUNCT
དེ་	སྟེ་	PART
ལ་	ལ་	PART
སྲ་	སྲ་	NOUN
བཞི་	བཞི་	NUM
བྱུང་བ་	བྱུང་བ་	VERB
།		PUNCT
སི་	སི་	OTHER
ཇི་	ཇི་	NO_POS
ལི་	ལི་	OTHER
སྤུན་	སྤུན་	NOUN
བཞི་	བཞི་	NUM
ར་	ལ་	PART
གྲག་	གྲག་	VERB
སོ་	གོ་	PART
། །		PUNCT
དེ་དག་	དེ་དག་	OTHER
གིས་	གིས་	PART
ལྡོང་	ལྡོང་	OTHER
རུས་ཆེན་	རུས་ཆེན་	NO_POS
བཅོ་བརྒྱད་	བཅོ་བརྒྱད་	NO_POS
དང་	དང་	NO_POS
འཐབ་	འཐབ་	VERB
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
གྲོག་	གྲོག་	NOUN
ལ་	ལ་	PART
གནམ་	གནམ་	NOUN
ལྷ་	ལྷ་	NOUN
གཡུ་	གཡུ་	NOUN
རིང་	རིང་	NOUN
གིས་	གིས་	PART
བྱོན་	བྱོན་	VERB
ན་	ནས་	PART
།		PUNCT
ལྡོང་	ལྡོང་	OTHER
རུས་ཆེན་	རུས་ཆེན་	NO_POS
བཅོ་བརྒྱད་པོ་	བཅོ་བརྒྱད་པོ་	NO_POS
བཏུལ་	བཏུལ་	NO_POS
ན་	ནས་	PART
།		PUNCT
བྲན་	བྲན་	NOUN
དུ་	ལ་	PART
བྱ་	བྱ་	VERB
སྐད་	སྐད་	NOUN
དོ་	གོ་	PART
། །		PUNCT
འོ་ན་	འོ་ན་	NO_POS
གདུང་	གདུང་	NOUN
རྒྱུན་	རྒྱུན་	NOUN
འདི་	འདི་	DET
གང་	གང་	NO_POS
ན་	ནས་	PART
འདེད་	འདེད་	NO_POS
ན་	ལ་	PART
།		PUNCT
གནམ་	གནམ་	NOUN
ལྷ་	ལྷ་	NOUN
གཡུ་	གཡུ་	NOUN
རིང་	རིང་	NOUN
གིས་	གིས་	PART
དམུ་	དམུ་	OTHER
འི་	གི་	PART
བུ་མོ་	བུ་མོ་	NOUN
།		PUNCT
དམུ་	དམུ་	OTHER
བཟའ་	བཟའ་	NOUN
ལྡེམ་བུ་	ལྡེམ་བུ་	NO_POS
ཁབ་	ཁབ་	NOUN
ཏུ་	ལ་	PART
བཞེས་པ་	བཞེས་པ་	VERB
ལ་	ལ་	PART
།		PUNCT
སྲ་	སྲ་	NOUN
བདུན་	བདུན་	NUM
བྱུང་བ་	བྱུང་བ་	VERB
ལ་	ལ་	PART
།		PUNCT
མ་	མ་	PART
སང་	སང་	ADV
སྤུན་	སྤུན་	NOUN
བདུན་	བདུན་	NUM
དུ་	ལ་	PART
གྲག་	གྲག་	VERB
སོ་	གོ་	PART
།།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
གཅེན་པོ་	གཅེན་པོ་	NO_POS
དྲུག་	དྲུག་	NUM
ཡབ་	ཡབ་	NOUN
དང་	དང་	NO_POS
བདུན་	བདུན་	NUM
།		PUNCT
དམུ་	དམུ་	OTHER
ཐག་	ཐག་	VERB
དང་	དང་	NO_POS
དཔྱང་ཐག་	དཔྱང་ཐག་	NO_POS
ལ་	ལ་	PART
ལྷ་ཡུལ་	ལྷ་ཡུལ་	NOUN
དུ་	ལ་	PART
བྱོན་	བྱོན་	VERB
།		PUNCT
ཆུང་བ་	ཆུང་བ་	VERB
དེ་	དེ་	DET
ས་	གིས་	PART
ཐོག་	ཐོག་	NOUN
ལྷ་	ལྷ་	NOUN
འོད་	འོད་	NOUN
ཆེན་	ཆེན་	NO_POS
གྱི་	གི་	PART
བུ་མོ་	བུ་མོ་	NOUN
།		PUNCT
ཐོག་	ཐོག་	NOUN
ཅན་	ཅན་	PART
འུར་མ་	འུར་མ་	NO_POS
ཁབ་	ཁབ་	NOUN
ཏུ་	ལ་	PART
བཞེས་པ་	བཞེས་པ་	VERB
ལ་	ལ་	PART
།		PUNCT
སྲ་	སྲ་	NOUN
ཐོག་	ཐོག་	NOUN
རྩ་	རྩ་	NUM
དཔའ་བོ་	དཔའ་བོ་	NOUN
སྟག་	སྟག་	NOUN
བྱུང་	བྱུང་	VERB
ངོ་	གོ་	PART
། །		PUNCT
དེ་	དེ་	DET
ས་	གིས་	PART
ཀླུ་	ཀླུ་	NOUN
འི་	གི་	PART
བུ་མོ་	བུ་མོ་	NOUN
ཀླུ་མོ་	ཀླུ་མོ་	NOUN
ལྕམ་	ལྕམ་	NOUN
གྲ་མ་	གྲ་མ་	NO_POS
ཁབ་	ཁབ་	NOUN
ཏུ་	ལ་	PART
བཞེས་པ་	བཞེས་པ་	VERB
ལ་	ལ་	PART
།		PUNCT
སྲ་	སྲ་	NOUN
ཀླུ་	ཀླུ་	NOUN
ཚ་	ཚ་	VERB
ཏ་	ཏ་	OTHER
ཕོ་	ཕོ་	NOUN
འོད་	འོད་	NOUN
ཆེན་	ཆེན་	NO_POS
བྱུང་	བྱུང་	VERB
།		PUNCT
དེ་	སྟེ་	PART
དང་	དང་	NO_POS
མོན་	མོན་	PROPN
ཟ་	ཟ་	VERB
མཚོ་	མཚོ་	NOUN
རྒྱལ་	རྒྱལ་	VERB
བཤོས་པ་	བཤོས་པ་	NO_POS
འི་	གི་	PART
སྲ་	སྲ་	NOUN
གཅིག་	གཅིག་	NUM
བྱུང་བ་	བྱུང་བ་	VERB
།		PUNCT
དེ་	སྟེ་	PART
གཡའ་	གཡའ་	NOUN
དང་	དང་	NO_POS
སྤང་	སྤང་	VERB
གི་	གི་	PART
མཚམས་	མཚམས་	NOUN
སུ་	ལ་	PART
སྐྱེས་པ་	སྐྱེས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
མིང་	མིང་	NOUN
གཡའ་སྤང་	གཡའ་སྤང་	NO_POS
སྐྱེ་	སྐྱེ་	VERB
སུ་	ལ་	PART
བཏགས་	བཏགས་	VERB
སོ་	གོ་	PART
། །		PUNCT
དེ་	སྟེ་	PART
རྟིང་	རྟིང་	NO_POS
སྲིན་པོ་	སྲིན་པོ་	NOUN
སྐྱ་རེངས་	སྐྱ་རེངས་	ADV
ཁྲག་	ཁྲག་	NOUN
མེད་	མེད་	VERB
བྱ་བ་	བྱ་བ་	VERB
ལ་	ལ་	PART
།		PUNCT
ཆུང་མ་	ཆུང་མ་	NOUN
གཡའ་	གཡའ་	NOUN
འབྲུམ་	འབྲུམ་	NO_POS
སི་	སི་	OTHER
ལེ་	ལེ་	NO_POS
མ་	མ་	PART
ཟེར་བ་	ཟེར་བ་	VERB
འི་	གི་	PART
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
མཚར་བ་	མཚར་བ་	VERB
ཞིག་	ཅིག་	PART
ཡོད་པ་	ཡོད་པ་	VERB
ས་	གིས་	PART
།		PUNCT
སྐྱ་རེངས་	སྐྱ་རེངས་	ADV
ཁྲག་	ཁྲག་	NOUN
མེད་	མེད་	VERB
བསད་	བསད་	NO_POS
།		PUNCT
གཡའ་	གཡའ་	NOUN
འབྲུམ་	འབྲུམ་	NO_POS
སི་	སི་	OTHER
ལེ་	ལེ་	NO_POS
མ་	མ་	PART
ཕྲོགས་	ཕྲོགས་	VERB
ན་	ནས་	PART
།		PUNCT
ཁབ་	ཁབ་	NOUN
ཏུ་	ལ་	PART
བཞེས་པ་	བཞེས་པ་	VERB
ལ་	ལ་	PART
༑		PUNCT
སྲ་	སྲ་	NOUN
གཅིག་	གཅིག་	NUM
བྱུང་བ་	བྱུང་བ་	VERB
དེ་	སྟེ་	PART
སྲིན་པོ་	སྲིན་པོ་	NOUN
དང་	དང་	NO_POS
འཁོན་པ་	འཁོན་པ་	VERB
འི་	གི་	PART
བ་	བ་	NOUN
དུ་	ལ་	PART
སྐྱེས་པ་	སྐྱེས་པ་	VERB
ལ་	ལ་	PART
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
མིང་	མིང་	NOUN
འཁོན་	འཁོན་	VERB
བ་	བ་	NOUN
སྐྱེ་	སྐྱེ་	VERB
བྱ་བ་	བྱ་བ་	VERB
ར་	ལ་	PART
བཏགས་	བཏགས་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
གདུང་རུས་	གདུང་རུས་	OTHER
འཁོན་	འཁོན་	VERB
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ར་	ལ་	PART
གྲག་	གྲག་	VERB
སོ་	གོ་	PART
། །		PUNCT
དེ་	དེ་	DET
ས་	གིས་	PART
བཙན་	བཙན་	VERB
བཟའ་	བཟའ་	NOUN
ལྕམ་	ལྕམ་	NOUN
བུ་	བུ་	NOUN
མོན་	མོན་	PROPN
ཁབ་	ཁབ་	NOUN
ཏུ་	ལ་	PART
བཞེས་པ་	བཞེས་པ་	VERB
ལ་	ལ་	PART
།		PUNCT
སྲ་	སྲ་	NOUN
གཅིག་	གཅིག་	NUM
འཁྲུངས་	འཁྲུངས་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
དེ་ཉིད་	དེ་ཉིད་	NOUN
ནི་	ནི་	NO_POS
མཐུ་	མཐུ་	NOUN
དང་	དང་	NO_POS
རྫུ་འཕྲུལ་	རྫུ་འཕྲུལ་	NOUN
ཆེ་བ་	ཆེ་བ་	VERB
།		PUNCT
བློ་	བློ་	NOUN
དང་	དང་	NO_POS
རིག་པ་	རིག་པ་	VERB
ར་	ལ་	PART
ལྡན་པ་	ལྡན་པ་	VERB
།		PUNCT
གཟུགས་	གཟུགས་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ལོངས་སྤྱོད་	ལོངས་སྤྱོད་	NOUN
རྒྱས་པ་	རྒྱས་པ་	VERB
།		PUNCT
མཐོང་བ་	མཐོང་བ་	VERB
ཙམ་	ཙམ་	DET
གྱིས་	གིས་	PART
ཡིད་འཕྲོག་པ་	ཡིད་འཕྲོག་པ་	ADJ
།		PUNCT
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
ངོ་མཚར་བ་	ངོ་མཚར་བ་	ADJ
ཞིག་	ཅིག་	PART
བྱུང་བ་	བྱུང་བ་	VERB
ས་	གིས་	PART
།		PUNCT
འདི་འདྲ་	འདི་འདྲ་	NO_POS
མི་ཡུལ་	མི་ཡུལ་	NOUN
དུ་	ལ་	PART
འབྱོན་པ་	འབྱོན་པ་	VERB
དཀོན་	དཀོན་	NO_POS
ཟེ་	ཟེ་	VERB
ན་	ནས་	PART
།		PUNCT
དཀོན་པ་	དཀོན་པ་	NO_POS
རྗེ་	རྗེ་	NO_POS
ཁུང་	ཁུང་	NOUN
སྟག་	སྟག་	NOUN
ཏུ་	ལ་	PART
བཏགས་	བཏགས་	VERB
སོ་	གོ་	PART
།		PUNCT
ཁྱེའུ་	ཁྱེའུ་	NOUN
དེ་	སྟེ་	PART
ཡབ་	ཡབ་	NOUN
ཀྱིས་	གིས་	PART
ཡུལ་	ཡུལ་	NOUN
གང་	གང་	NO_POS
བཟང་	བཟང་	VERB
བརྟག་	བརྟག་	VERB
ཏུ་	ལ་	PART
བཏང་བ་	བཏང་བ་	VERB
ས་	གིས་	PART
།		PUNCT
སྙན་	སྙན་	NOUN
ཚེ་	ཚེ་	NOUN
ད་	ད་	NOUN
གྱི་	གི་	PART
ཡ་	ཡ་	NOUN
ཆང་	ཆང་	NOUN
ལ་	ལ་	PART
ཡུལ་	ཡུལ་	NOUN
གྱི་	གི་	PART
དགེ་	དགེ་	NOUN
བརྒྱད་	བརྒྱད་	NUM
ཚང་བ་	ཚང་བ་	VERB
ར་	ལ་	PART
གཟིགས་	གཟིགས་	VERB
ན་	ནས་	PART
།		PUNCT
འཁོན་	འཁོན་	VERB
གྱི་	གི་	PART
ཡུལ་	ཡུལ་	NOUN
ལ་	ལ་	PART
སྔ་བ་	སྔ་བ་	VERB
དེ་	སྟེ་	PART
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
དུས་	དུས་	NOUN
སུ་	ལ་	PART
བོད་	བོད་	PROPN
ན་	ལ་	PART
སྤྲུལ་པ་	སྤྲུལ་པ་	VERB
འི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ཁྲི་	ཁྲི་	NUM
སྲོང་	སྲོང་	NO_POS
ལྡེ་	ལྡེ་	NO_POS
བཙན་	བཙན་	VERB
བཞུགས་པ་	བཞུགས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
དཀོན་པ་	དཀོན་པ་	NO_POS
རྗེ་	རྗེ་	NO_POS
འདི་	འདི་	DET
བློ་	བློ་	NOUN
ཆེ་	ཆེ་	VERB
ཞིང་	ཅིང་	PART
།		PUNCT
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
གྱི་	གི་	PART
བྱ་བ་	བྱ་བ་	VERB
ལ་	ལ་	PART
མཁས་པ་	མཁས་པ་	VERB
འི་	གི་	PART
དོན་	དོན་	NOUN
གྱིས་	གིས་	PART
བོད་	བོད་	PROPN
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
ནང་རྗེ་	ནང་རྗེ་	NO_POS
ཡུན་རིང་	ཡུན་རིང་	NOUN
དུ་	ལ་	PART
བྱ་	བྱ་	VERB
།		PUNCT
དཔལ་འབྱོར་	དཔལ་འབྱོར་	OTHER
ཕུན་སུམ་	ཕུན་སུམ་	OTHER
ཚོགས་པ་	ཚོགས་པ་	VERB
བྱུང་བ་	བྱུང་བ་	VERB
ས་	གིས་	PART
།		PUNCT
མིང་	མིང་	NOUN
ལ་	ལ་	PART
འཁོན་	འཁོན་	VERB
དཔལ་འབྱོར་	དཔལ་འབྱོར་	OTHER
ཆེ་	ཆེ་	VERB
ར་	ལ་	PART
གྲག་	གྲག་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
འཁོན་	འཁོན་	VERB
ལ་	ལ་	PART
མི་ཆོས་	མི་ཆོས་	OTHER
ཀྱི་	གི་	PART
སྒོ་	སྒོ་	NOUN
ན་	ནས་	PART
།		PUNCT
སྙན་གྲགས་	སྙན་གྲགས་	NOUN
ཆེ་བ་	ཆེ་བ་	VERB
ར་	ལ་	PART
བྱུང་	བྱུང་	VERB
ངོ་	གོ་	PART
། །		PUNCT
དེ་ཉིད་	དེ་ཉིད་	NOUN
ཀྱིས་	གིས་	PART
རླངས་	རླངས་	OTHER
ཁམས་པ་	ཁམས་པ་	PROPN
ལོ་ཙཱ་བ་	ལོ་ཙཱ་བ་	NOUN
འི་	གི་	PART
ལྕམ་མོ་	ལྕམ་མོ་	NO_POS
རླངས་	རླངས་	OTHER
བཟའ་	བཟའ་	NOUN
སྣེ་	སྣེ་	NO_POS
ཆུང་	ཆུང་	VERB
ཁབ་	ཁབ་	NOUN
ཏུ་	ལ་	PART
བཞེས་པ་	བཞེས་པ་	VERB
ལ་	ལ་	PART
སྲ་	སྲ་	NOUN
འཁོན་	འཁོན་	VERB
ཀླུ་	ཀླུ་	NOUN
འི་	གི་	PART
དབང་པོ་	དབང་པོ་	NOUN
བསྲུང་བ་	བསྲུང་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
གཅུང་	གཅུང་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
རིན་ཆེན་	རིན་ཆེན་	OTHER
བྱུང་	བྱུང་	VERB
།		PUNCT
ཆོས་རྒྱལ་	ཆོས་རྒྱལ་	NOUN
ཁྲི་	ཁྲི་	NUM
སྲོང་	སྲོང་	NO_POS
ལྡེ་	ལྡེ་	NO_POS
བཙན་	བཙན་	VERB
གྱི་	གི་	PART
སྐུ་རིང་	སྐུ་རིང་	ADV
ལ་	ལ་	PART
།		PUNCT
ཟ་ཧོར་	ཟ་ཧོར་	PROPN
གྱི་	གི་	PART
མཁན་པོ་	མཁན་པོ་	NOUN
བྷོ་		NON_WORD
དྷི་		NON_WORD
སཏྭ་		NON_WORD
སྤྱན་	སྤྱན་	NOUN
དྲངས་	དྲངས་	NO_POS
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
དངོས་སློབ་	དངོས་སློབ་	NOUN
བོད་	བོད་	PROPN
ཀྱི་	གི་	PART
བཙུན་པ་	བཙུན་པ་	NOUN
ལ་	ལ་	PART
སྔ་བ་	སྔ་བ་	VERB
སད་	སད་	VERB
མི་	མི་	PART
མི་	མི་	PART
བདུན་	བདུན་	NUM
དུ་	ལ་	PART
གྲགས་པ་	གྲགས་པ་	VERB
བྱུང་བ་	བྱུང་བ་	VERB
ས་	གིས་	PART
།		PUNCT
རྒན་	རྒན་	NOUN
གསུམ་	གསུམ་	NUM
ནི་	ནི་	NO_POS
།		PUNCT
དབའ་		
རཏྣ་		NON_WORD
རཀྵི་		NON_WORD
ཏ་	ཏ་	OTHER
།		PUNCT
རིན་ཆེན་	རིན་ཆེན་	OTHER
བསྲུང་བ་	བསྲུང་བ་	VERB
།		PUNCT
བྷ་	བྷ་	NO_POS
ཛྙཱནྟེ་		NON_WORD
རཀྵི་		NON_WORD
ཏ་	ཏ་	OTHER
།		PUNCT
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
དབང་པོ་	དབང་པོ་	NOUN
བསྲུང་བ་	བསྲུང་བ་	VERB
།		PUNCT
རྟ་དབྱངས་	རྟ་དབྱངས་	PROPN
སྤྲུལ་པ་	སྤྲུལ་པ་	VERB
ར་	ལ་	PART
བྱེད་	བྱེད་	VERB
།		PUNCT
རཏྣ་		NON_WORD
ནེ་	ནེ་	NO_POS
ནྚེ་		NON_WORD
རཀྵི་		NON_WORD
ཏ་	ཏ་	OTHER
རིན་ཆེན་	རིན་ཆེན་	OTHER
སྤྲུལ་པ་	སྤྲུལ་པ་	VERB
ར་	ལ་	PART
བྱེད་	བྱེད་	VERB
།		PUNCT
བར་པ་	བར་པ་	NOUN
གཅིག་	གཅིག་	NUM
རླངས་	རླངས་	OTHER
ཁམས་	ཁམས་	NOUN
ལོ་ཙཱ་བ་	ལོ་ཙཱ་བ་	NOUN
ས་	གིས་	PART
ཏེ་	སྟེ་	PART
།		PUNCT
སུ་	ལ་	PART
ག་	ག་	PRON
ཏ་	ཏ་	OTHER
།		PUNCT
ཝརྨ་		NON_WORD
རཀྵི་		NON_WORD
ཏ་	ཏ་	OTHER
༑		PUNCT
བདེ་བ་	བདེ་བ་	VERB
ར་	ལ་	PART
བཤེགས་པ་	བཤེགས་པ་	NON_WORD
བསྲུང་བ་	བསྲུང་བ་	VERB
ཞེས་་	ཞེས་པ་	PART
འོ་	གོ་	PART
། །		PUNCT
གཞོན་	གཞོན་	NOUN
གསུམ་	གསུམ་	NUM
ནི་བ་	ནི་བ་	NO_POS
གོ་		
བཻ་རོ་ཙ་ན་	བཻ་རོ་ཙ་ན་	PROPN
རཀྵི་		NON_WORD
ཏ་	ཏ་	OTHER
།		PUNCT
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
སྣང་	སྣང་	VERB
མཛད་	མཛད་	VERB
བསྲུང་བ་	བསྲུང་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
འཁོན་	འཁོན་	VERB
ན་	ལ་	PART
གེནྡྲ་		NON_WORD
རཀྵི་		NON_WORD
ཏ་	ཏ་	OTHER
།		PUNCT
ཀླུ་	ཀླུ་	NOUN
འི་	གི་	PART
དབང་པོ་	དབང་པོ་	NOUN
ས་	གིས་	PART
བསྲུང་བ་	བསྲུང་བ་	VERB
།		PUNCT
གཙང་	གཙང་	PROPN
དེ་	སྟེ་	PART
བེནྡྲ་		NON_WORD
རཀྵི་		NON_WORD
ཏ་	ཏ་	OTHER
།		PUNCT
ལྷ་	ལྷ་	NOUN
འི་	གི་	PART
དབང་པོ་	དབང་པོ་	NOUN
བསྲུང་བ་	བསྲུང་བ་	VERB
བྱ་བ་	བྱ་བ་	VERB
དེ་	སྟེ་	PART
རྣམས་	རྣམས་	DET
བྱོན་	བྱོན་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
འཁོན་	འཁོན་	VERB
ཀླུ་	ཀླུ་	NOUN
འི་	གི་	PART
དབང་པོ་	དབང་པོ་	NOUN
དེ་ཉིད་	དེ་ཉིད་	NOUN
ནི་	ནི་	NO_POS
།		PUNCT
ལོ་ཙཱ་བ་	ལོ་ཙཱ་བ་	NOUN
གཞོན་	གཞོན་	NOUN
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
ནང་	ནང་	NOUN
ན་	ནས་	PART
།		PUNCT
ཐུགས་	ཐུགས་	NOUN
རབ་	རབ་	ADV
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
ཆེ་	ཆེ་	VERB
ཞིང་	ཅིང་	PART
དབའ་	དབའ་	NOUN
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
དབང་པོ་	དབང་པོ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
རང་	རང་	PRON
གི་	གི་	PART
ཞང་པོ་	ཞང་པོ་	NOUN
འི་	གི་	PART
ཐད་	ཐད་	NOUN
དུ་	ལ་	PART
སློབ་གཉེར་	སློབ་གཉེར་	NOUN
གསན་	གསན་	NO_POS
སྦྱོང་	སྦྱོང་	VERB
མཛད་པ་	མཛད་པ་	VERB
ས་	གིས་	PART
།		PUNCT
སྔགས་	སྔགས་	NOUN
མཚན་ཉིད་	མཚན་ཉིད་	NOUN
ཀྱི་	གི་	PART
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
ཕུན་སུམ་	ཕུན་སུམ་	OTHER
ཚོགས་པ་	ཚོགས་པ་	VERB
མངའ་	མངའ་	VERB
ཞིང་	ཅིང་	PART
།		PUNCT
